numero,date,code,annee,titre,mode,type,entité,sous-entité,montant,devise,taxes,titulaire
141,2010-02-26,F0147/10,2009,Avenant administratif n°1 au marché n°F0817/09 relatif à la rectification du numéro de compte bancaire pour la fourniture d'articles de maintenance: Plomberie (lot n° 4),Avenant,Fournitures,Hôpital Aristide Le Dantec, HALD,0.00,F CFA,TTC,PYRAMID TRADING SA
143,2010-02-26,F0148/10,2009,Fourniture d'un (01) véhicule pick-up 4X4 double cabine,Appel d'offres ouvert,Fournitures,Commune de Tambacounda,,17186300.00,F CFA,TTC,CFAO Sénégal
142,2010-02-26,T0146/10,2009,Avenant n°1 au marché n° T0844/09 relatif à la rectification du numéro de compte bancaire pour les travaux de construction d'un bâtiment abritant la Pharmacie IB et l'accueil de l'Hôpital Aristide Le Dantec,Avenant,Travaux,Hôpital Aristide Le Dantec, HALD,0.00,F CFA,TTC,PYRAMID TRADING SA
147,2010-03-02,C0152/10,2009,Recrutement d'un bureau chargé du contrôle des travaux d'aménagement hydro-agricole dans neuf (9) vallées en Casamance,DP/LR,Prestations intellectuelles,Ministère de l'Agriculture , PADERCA,140921500.00,F CFA,TTC,ICOTED
146,2010-03-02,S0151/10,2010,Prestation d'insémination artificielle de 4 675 vaches dans les régions de Tambacounda et Kédougou,Appel d'offres ouvert,Services courants,Ministère de l'Elevage,,112361075.00,F CFA,TTC,AFRIVET
144,2010-03-02,T0149/10,2009,Construction d'un ouvrage de franchissement et de retenue dans la région de Kolda: site de Médina Namo,Appel d'offres ouvert,Travaux,"Ministère de l'Environnement, de la Protection de la Nature, des Bassins de Rétention et des Lacs artificiels ", PAPIL,485162036.00,F CFA,TTC,Société des Grands Travaux Internationaux (SGTI)
148,2010-03-03,F0153/10,2009,Acquisition de matériels et mobiliers de logement et de mobiliers de bureau des bases de surveillance et d'alerte,Appel d'offres ouvert,Fournitures,Ministère de l'Agriculture , AELP,41543080.00,F CFA,TTC,Mousabou Buro
149,2010-03-03,F0154/10,2009,Acquisition de divers matériels informatiques,Appel d'offres ouvert,Fournitures,Ministère de l'Agriculture , AELP,44609900.00,F CFA,TTC,OUMOU INFORMATIQUE SUARL
150,2010-03-04,C0155/10,2010,Avenant administratif n°1 au contrat n°C/24/Fm du 31 juillet 2007 relatif à la mise en place et la gestion des techniques de tests d'ADN et de banque nationale de données de profiles d'ADN,Avenant,Prestations intellectuelles,Ministère de l'Intérieur , DBM,0.00,F CFA,TTC,CDRMM
151,2010-03-04,F0156/10,2010,Fourniture de véhicules à la Direction Générale des Impôts et des Domaines (lot III: véhicules tout-terrain),Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DGID,47600000.00,F CFA,TTC,Espace Auto
152,2010-03-04,F0157/10,2010,Fourniture de semences animales et de produits de conservation,Appel d'offres ouvert,Fournitures,Ministère de l'Elevage, CAB,118404150.00,F CFA,TTC,AFRIVET
153,2010-03-05,F0158/10,2010,Avenant administratif n°1 au marché n°F/0217/09 du 02/04/2009 relatif à la fourniture de matériel bureautique pour les centres de santé de Ranérou et Kanel de la Région de Matam (lot N°3 : matériel bureautique),Avenant,Fournitures,Ministère de la Santé et de la Prévention , MSP,0.00,F CFA,TTC,Burotic Diffusion
154,2010-03-05,S0159/10,2010,Avenant administratif n°1 au marché n° S0790/09 relatif à la couverture du risque maladie: assurance maladie du personnel de l'AATR,Avenant,Services courants,Agence Autonome des Travaux Routiers , AATR,0.00,F CFA,TTC,NSIA SENEGAL
156,2010-03-08,F0160/10,2010,Acquisition de fournitures et matériels scolaires (lot 2: Matériels scolaires),Appel d'offres ouvert,Fournitures,Commune d'arrondissement Dakar-Plateau , CADP,12838500.00,F CFA,TTC,PAPEX
155,2010-03-08,F0161/10,2010,Acquisition de fournitures et matériels scolaires (lot 1: Fournitures scolaires),Appel d'offres ouvert,Fournitures,Commune d'arrondissement Dakar-Plateau , CADP,13665500.00,F CFA,TTC,Société Industrielle de Papeterie au Sénégal (SIPS)
161,2010-03-09,C0166/10,2009,"Recrutement d'un opérateur spécialisé pour la conduite d'action d'animation préalable, de structuration et de formation des comités, groupements et organisations de producteurs en basse et moyenne CASAMANCE",DP/LR,Prestations intellectuelles,Ministère de l'Agriculture , PADERCA,363763571.00,F CFA,TTC,ONG ACA (Association Conseil pour l'Action)
157,2010-03-09,F0162/10,2009,Fourniture de médicaments et produits pharmaceutiques destinés aux structures de santé du district sanitaire de Guédiawaye,Entente directe,Fournitures,Ville de Guédiawaye,,32158150.00,F CFA,TTC,Pharmacie Nationale d'Approvisionnement (PNA)
158,2010-03-09,T0163/10,2010,Travaux d'aménagement de mares pastorales dans la région de Kolda,Appel d'offres ouvert,Travaux,"Ministère de l'Environnement, de la Protection de la Nature, des Bassins de Rétention et des Lacs artificiels ", PAPIL,149393605.00,F CFA,TTC,Entreprise DAROSA
159,2010-03-09,T0164/10,2010,Travaux d'aménagement de vallées dans la région de Kolda (lot 3),Appel d'offres ouvert,Travaux,"Ministère de l'Environnement, de la Protection de la Nature, des Bassins de Rétention et des Lacs artificiels ", PAPIL,248053759.00,F CFA,TTC,Entreprise DAROSA
160,2010-03-09,T0165/10,2010,Travaux d'aménagement de vallées dans la région de Kolda (lot 5),Appel d'offres ouvert,Travaux,"Ministère de l'Environnement, de la Protection de la Nature, des Bassins de Rétention et des Lacs artificiels ", PAPIL,368832718.00,F CFA,TTC,ATEX
162,2010-03-10,T0167/10,2009,Travaux d'entretien courant des routes en terre dans la région de Thiès,Appel d'offres ouvert,Travaux,Agence Autonome des Travaux Routiers , AATR,95412818.00,F CFA,TTC,La Sahélienne d'Infrastructu re (LSI)
164,2010-03-11,C0169/10,2010,Mise en oeuvre du Plan d'Action de Gestion intégrée des Ressources en eau du Sénégal (PAGIRE),DP/LR,Prestations intellectuelles,"Ministère de l'Urbanisme, de l'Habitat, de l'Hydraulique et de l'Assainissement", SG,424192282.00,F CFA,HT,Groupement IDEV-ic/COWI
165,2010-03-12,F0170/10,2010,Acquisition d'équipements du centre de formation de l'ITA (lot 2: achat et installation du matériel pour hébergement),Appel d'offres ouvert,Fournitures,ITA,,22378700.00,F CFA,TTC,CONTECHS
166,2010-03-12,F0172/10,2010,Acquisition d'équipements du centre de formation de l'ITA (lot 4: achat et installation du matériel informatique),Appel d'offres ouvert,Fournitures,ITA,,9153439.00,F CFA,TTC,Master Office
167,2010-03-15,C0173/10,2009,"Réalisation des études avant projet détaillé (APD), l'élaboration des DAO, le contrôle et la surveillance des travaux d'aménagement de périmètres agricoles dans les vallées de Médina Djikoye (Région de FATICK), Médina Namo et Vélingara Pakane (Région de KOLDA)",DP/LR,Prestations intellectuelles,"Ministère de l'Environnement, de la Protection de la Nature, des Bassins de Rétention et des Lacs artificiels ", PAPIL,137652279.00,F CFA,HT,SCET Tunisie
168,2010-03-15,F0174/10,2010,Fourniture de matériels et d'outillages techniques (lot unique),Appel d'offres ouvert,Fournitures,Ministére de l'Enseignement Technique et de la Formation professionnelle, METFP,51751024.00,F CFA,TTC,FERMON LABO
169,2010-03-15,F0175/10,2010,Fourniture de médicaments et produits pharmaceutiques,Entente directe,Fournitures,Centre Hospitalier de Pikine , CHNP,119999850.00,F CFA,HT,Pharmacie Nationale d'Approvisionnement (PNA)
170,2010-03-17,C0176/10,2010,Avenant n°1 relatif à la suppression des taxes pour le marché d'assistance de maîtrise d'ouvrage pour les travaux de réhabilitation du pont Faidherbe de Saint-Louis,Avenant,Prestations intellectuelles,Agence Autonome des Travaux Routiers , AATR,39700263.00,F CFA,HT,Groupement ISM - DIATEC
171,2010-03-22,F0177/10,2009,Fourniture de produits d'entretien au profit de la primature,Appel d'offres ouvert,Fournitures,Primature,Secrétariat Général du Gouvernement,25000000.00,F CFA,TTC,AMOC SARL
172,2010-03-22,F0178/10,2010,Fourniture de produits phytosanitaires: fénitrothion 50 CE (lot N° 2),Appel d'offres restreint,Fournitures,Ministère de l'Agriculture , MA,75000000.00,F CFA,TTC,Société des Produits Industriels et Agricoles (SPIA)
173,2010-03-22,F0179/10,2010,Acquisition d'équipements du centre de formation de l'ITA (lot n° 1: achat et installation du mobilier de formation et de bureau),Appel d'offres ouvert,Fournitures,ITA,,21265960.00,F CFA,TTC,CONTECHS
174,2010-03-23,T0180/10,2009,Travaux de réhabilitation générale de l'immeuble abritant le service de l'urologie de l'HALD,Appel d'offres ouvert,Travaux,Hôpital Aristide Le Dantec, HALD,66812131.00,F CFA,TTC,Entreprise Touba Darou Miname
175,2010-03-24,F0181/10,2010,Avenant n°1 au marché n°F0249/09 pour la fourniture d'articles de bureau,Avenant,Fournitures,Hôpital Aristide Le Dantec, HALD,16000000.00,F CFA,TTC,SEN-CADUCET
176,2010-03-24,F0182/10,2010,Avenant n°1 au marché n°F0248/09 pour la fourniture de pain,Avenant,Fournitures,Hôpital Aristide Le Dantec, HALD,25000000.00,F CFA,TTC,SOCOMI SUARL
177,2010-03-24,F0183/10,2010,Avenant n°1 au marché n°F0251/09 pour la fourniture de produits d'entretien,Avenant,Fournitures,Hôpital Aristide Le Dantec, HALD,20000000.00,F CFA,TTC,CRISTABEL DIFFUSION
178,2010-03-24,T0184/10,2010,Réalisation de forages agricoles dans la région de Matam,Appel d'offres ouvert,Travaux,Ministère de l'Agriculture , PRODAM,803497700.00,F CFA,TTC,Groupement Materflo-ESCI
180,2010-03-25,C0186/10,2009,"Avenant n°1 au marché n°C/006/2005/DET/ONAS du 22 décembre 2005 relatif aux études d'avant projet détaillé, élaboration des dossiers de consultation des entreprises, supervision contrôle des travaux du projet de drainage des eaux pluviales de Pikine",Avenant,Prestations intellectuelles,ONAS,,96327211.00,F CFA,TTC,SCET Tunisie
182,2010-03-25,C0188/10,2010,"Supervision, suivi et coordination des activités d'implantation de 68 plates-formes multifonctionnelles dans la zone centre ouest (Régions de Thiès et de Louga)",DP/LR,Prestations intellectuelles,Ministere des Mines et de l'Industrie ,,198115000.00,F CFA,TTC,ONG CAC LVIA
183,2010-03-25,C0189/10,2010,Formation à l'équipe technique du Système Intégré de Gestion des Finances Publiques (SIGFIP),DP/LR,Prestations intellectuelles,Ministère de l'Economie et des Finances , DGF,63978163.00,F CFA,TTC,Catalyst Business Solutions
179,2010-03-25,F0185/10,2010,Fourniture et installation de licences de logiciels IBM,Appel d'offres ouvert,Fournitures,Ministère de l'Economie et des Finances , DTAI,393703250.00,F CFA,TTC,CFAO Technologies
181,2010-03-25,F0187/10,2010,Fourniture de pièces détachées de véhicules (lot N° 1),Appel d'offres restreint,Fournitures,Ministère de l'Agriculture , DPV,99990840.00,F CFA,TTC,Ets DIAGNE & Fréres
184,2010-03-25,T0190/10,2010,Travaux de réhabilitation du canal de la cité cap-verdienne de Dakar,Appel d'offres ouvert,Travaux,Commune d'arrondissement Dakar-Plateau , CADP,71875570.00,F CFA,TTC,SOGEC sarl
187,2010-03-26,F0191/10,2010,Avenant n° 1 au marché n° F0658/09 relatif à la fourniture de denrées alimentaires (lot 4): Poisson,Avenant,Fournitures,Hôpital Principal de Dakar, HPD,19116000.00,F CFA,TTC,E.G.T.F
185,2010-03-26,F0192/10,2010,Avenant n° 1 au marché n° F0660/09 relatif à la fourniture de denrées alimentaires (lot 8): Pain - Farine - Levure,Avenant,Fournitures,Hôpital Principal de Dakar, HPD,19062900.00,F CFA,TTC,Boulangerie la Traditionnelle
186,2010-03-26,F0193/10,2010,Avenant n°1 au marché n° F0659/09 relatif au fourniture de denrées alimentaires (lot 5): fruits frais et légumes,Avenant,Fournitures,Hôpital Principal de Dakar, HPD,46821700.00,F CFA,TTC,JR Distribution
188,2010-03-26,T0198/10,2010,Avenant n° 1 au marché n° T0889/09 relatif à l'aménagement et la réhabilitation de bâtiments administratifs: Secteur cité Fayçal villas n°26 à 53 (lot n°7),Avenant,Travaux,"Ministère de l'Urbanisme, de l'Habitat, de l'Hydraulique et de l'Assainissement", DGPB,50000000.00,F CFA,TTC,BAT-PRES
198,2010-03-29,F0204/10,2009,Acquisition de médicaments et produits essentiels destinés aux structures sanitaires municipales,Entente directe,Fournitures,Mairie de Dakar,,104999740.00,F CFA,TTC,Pharmacie Nationale d'Approvisionnement (PNA)
192,2010-03-29,T0194/10,2010,Avenant n° 1 au marché n° T0853/09 relatif à l'aménagement et la réhabilitation de bâtiments administratifs: Secteur Dakar plateau Sud-Bd République (lot n°1),Avenant,Travaux,"Ministère de l'Urbanisme, de l'Habitat, de l'Hydraulique et de l'Assainissement", DGPB,60000000.00,F CFA,TTC,Sénégalaise de Commerce et de Travaux (SCT)
191,2010-03-29,T0195/10,2010,Avenant n° 1 au marché n° T0886/09 relatif à l'aménagement et la réhabilitation de bâtiments administratifs: Secteur autres localités non citées (lot n°10),Avenant,Travaux,"Ministère de l'Urbanisme, de l'Habitat, de l'Hydraulique et de l'Assainissement", DGPB,50000000.00,F CFA,TTC,GIE PRESTA-FET
190,2010-03-29,T0196/10,2010,Avenant n° 1 au marché n° T0888/09 relatif à l'aménagement et la réhabilitation de bâtiments administratifs: Secteur Pikine-Rufisque-Guédiaway e-Thiaroye (lot n°9),Avenant,Travaux,"Ministère de l'Urbanisme, de l'Habitat, de l'Hydraulique et de l'Assainissement",,50000000.00,F CFA,TTC,ATEX
193,2010-03-29,T0197/10,2010,Avenant n° 1 au marché n° T0883/09 relatif à l'aménagement et la réhabilitation de bâtiments administratifs: Secteur Cambéréne-Parcelles Assainies-Patte d'Oie (lot n°8),Avenant,Travaux,"Ministère de l'Urbanisme, de l'Habitat, de l'Hydraulique et de l'Assainissement",,50000000.00,F CFA,TTC,C.D.E.S
194,2010-03-29,T0199/10,2010,Avenant n° 1 au marché n° T0887/09 relatif à l'aménagement et la réhabilitation de bâtiments administratifs: Secteur cité Fayçal villas n°1 à 25 (lot n°6),Avenant,Travaux,"Ministère de l'Urbanisme, de l'Habitat, de l'Hydraulique et de l'Assainissement", DGPB,50000000.00,F CFA,TTC,IDEAL Concept
195,2010-03-29,T0200/10,2010,Avenant n° 1 au marché n° T0884/09 relatif à l'aménagement et la réhabilitation de bâtiments administratifs: Secteur Mermoz - Liberté - Hann - Sicap - Castor - Derklé - HLM - Grand Yoff (lot n°5,Avenant,Travaux,"Ministère de l'Urbanisme, de l'Habitat, de l'Hydraulique et de l'Assainissement", DGPB,50000000.00,F CFA,TTC,SERVICES PLUS
196,2010-03-29,T0201/10,2010,Avenant n° 1 au marché n° T0852/09 relatif à l'aménagement et la réhabilitation de bâtiments administratifs:Secteur Dakar plateau Nord-Bd République (lot n°2),Avenant,Travaux,"Ministère de l'Urbanisme, de l'Habitat, de l'Hydraulique et de l'Assainissement", DGPB,50000000.00,F CFA,TTC,PRESS HIGH TECH
189,2010-03-29,T0202/10,2010,Avenant n° 1 au marché n° T0851/09 relatif à l'aménagement et la réhabilitation de bâtiments administratifs: Secteur Ngor-Ouakam-Yoff-Almadies (lot n°3),Avenant,Travaux,"Ministère de l'Urbanisme, de l'Habitat, de l'Hydraulique et de l'Assainissement", DGPB,50000000.00,F CFA,TTC,SGT LE TAIF
197,2010-03-29,T0203/10,2010,Avenant n° 1 au marché n° T0851/09 relatif à l'aménagement et la réhabilitation de bâtiments administratifs: Secteur Fann-Point E - Médina - Amitiés -Fass-Colobane-Biscuiteri e-Grand Dakar (lot n°4),Avenant,Travaux,"Ministère de l'Urbanisme, de l'Habitat, de l'Hydraulique et de l'Assainissement",,50000000.00,F CFA,TTC,GIE THIAYTOU
199,2010-03-30,F0207/10,2010,"Fourniture de supports d'information, d'éducation et de communication",Appel d'offres ouvert,Fournitures,Ministère de la Santé et de la Prévention , MSP,32085000.00,F CFA,TTC,Imprimerie SALAM
201,2010-03-31,F0208/10,2009,"Acquisition de vaccins au titre du programme de renforcement de la protection zoosanitaire 2009 : fourniture de vaccins PPR/H, 12 et Polyequipeste",Entente directe,Fournitures,Ministère de l'Elevage,,111499900.00,F CFA,TTC,ISRA
203,2010-03-31,F0210/10,2010,Avenant n°1 au marché n°F0727/09 relatif à la fourniture de consommables informatiques,Avenant,Fournitures,Hôpital Principal de Dakar, HPD,55011600.00,F CFA,TTC,OUMOU INFORMATIQUE SUARL
204,2010-03-31,F0211/10,2010,Avenant n°1 au marché n°F0728/09 relatif à la fourniture de produit d'entretien,Avenant,Fournitures,Hôpital Principal de Dakar, HPD,48075550.00,F CFA,TTC,PAPEX
205,2010-03-31,F0212/10,2010,Avenant n°1 au marché n°F0729/09 relatif à la fourniture de bureau,Avenant,Fournitures,Hôpital Principal de Dakar, HPD,21805856.00,F CFA,TTC,Master Office
212,2010-03-31,F0219/10,2009,Acquisition de diverses fournitures scolaires destinées aux écoles élémentaires de Dakar,Appel d'offres ouvert,Fournitures,Mairie de Dakar,,51725000.00,F CFA,TTC,Société Industrielle de Papeterie au Sénégal (SIPS)
213,2010-03-31,F0220/10,2009,Acquisition de diverses fournitures scolaires destinées aux écoles élémentaires de la Ville de Dakar,Appel d'offres ouvert,Fournitures,Mairie de Dakar,,4350000.00,F CFA,TTC,TIC TAC SARL
19,2010-04-08,C0240/10,2010,Avenant administratif n°2 au marché n°073/FM du 21/02/2002 relatif à l'assistance technique à l'approvisionnement durable en matériel didactique,Avenant,Prestations intellectuelles,"Ministère de l'Education chargé de l'Enseignement Préscolaire, de l'Elémentaire et du Moyen",,0.00,F CFA,HT,OPIFER LTD OY
